id_ticket,fecha,id_cliente,id_tienda,canal,metodo_pago,campaña,es_campaña,tipo_campaña,cantidad_lineas,unidades_totales,monto_ticket,descuento_promedio_ticket,margen_ticket
T000236,2024-09-27,13466,7,Tienda,Tarjeta Débito,Normal,0,Regular,3,5,5435.91,0.067,1465.24
T000237,2024-12-19,7557,8,Tienda,Efectivo,Navidad,1,Festiva,4,11,10900.05,0.1049,2022.55
T000238,2023-05-26,7162,7,Tienda,Tarjeta Débito,Normal,0,Regular,1,1,11.87,0.03,2.89
T000239,2024-04-16,328,2,Tienda,Efectivo,Normal,0,Regular,4,8,330.34,0.0824,97.57
T000240,2023-07-11,8044,3,Tienda,Efectivo,Fiestas Patrias,1,Festiva,3,12,4083.4,0.066,592.66
T000241,2024-12-29,217,4,Tienda,Efectivo,Navidad,1,Festiva,2,6,938.98,0.068,229.08
T000242,2024-06-06,2158,12,App,Tarjeta Débito,Día del Padre,1,Familiar,3,10,7275.28,0.1059,1259.5
T000243,2025-10-10,3707,12,App,Tarjeta Débito,Normal,0,Regular,1,2,129.24,0.0674,26.68
T000244,2025-12-28,2245,12,App,Tarjeta Crédito,Navidad,1,Festiva,6,24,7254.4,0.1157,1191.09
T000245,2023-02-26,8299,1,Tienda,Tarjeta Crédito,Campaña Escolar,1,Escolar,3,7,5788.22,0.09,1182.44
T000246,2023-09-18,4615,12,Web,Tarjeta Débito,Normal,0,Regular,1,3,214.59,0.0557,58.98
T000247,2024-04-13,2691,8,Tienda,Tarjeta Crédito,Normal,0,Regular,2,2,1691.69,0.0531,405.75
T000248,2025-04-05,3844,12,Web,Tarjeta Crédito,Normal,0,Regular,4,8,994.35,0.0528,324.32
T000249,2024-04-23,3234,12,App,Yape,Cyber Wow Abril,1,Digital,3,6,1207.0,0.2085,-2.3
T000250,2023-12-16,14397,12,App,Tarjeta Débito,Navidad,1,Festiva,3,3,918.05,0.0996,145.53
T000251,2024-09-08,10990,2,Tienda,Yape,Normal,0,Regular,5,10,1904.24,0.0502,523.96
T000252,2023-08-30,12238,12,App,Tarjeta Crédito,Normal,0,Regular,6,12,2380.09,0.0732,507.33
T000253,2025-09-14,2096,12,Web,Tarjeta Crédito,Normal,0,Regular,1,1,30.8,0.1207,4.15
T000254,2025-01-12,1312,3,Tienda,Yape,Normal,0,Regular,3,7,4615.73,0.0418,1311.75
T000255,2025-05-09,3267,2,Tienda,Efectivo,Día de la Madre,1,Familiar,4,6,3619.68,0.0795,921.49
T000256,2024-08-03,12429,5,Tienda,Tarjeta Crédito,Normal,0,Regular,3,4,600.18,0.0303,186.86
T000257,2023-04-20,5477,12,App,Tarjeta Crédito,Cyber Wow Abril,1,Digital,3,5,3073.53,0.1944,465.0
T000258,2024-09-04,7714,11,Tienda,Efectivo,Normal,0,Regular,2,3,74.85,0.058,19.97
T000259,2025-07-03,9134,5,Tienda,Tarjeta Crédito,Fiestas Patrias,1,Festiva,3,9,2823.33,0.0652,977.25
T000260,2025-04-29,4798,1,Tienda,Tarjeta Crédito,Normal,0,Regular,1,2,56.25,0.0096,14.11
T000261,2024-04-15,4309,9,Tienda,Tarjeta Crédito,Normal,0,Regular,5,13,3793.86,0.074,754.17
T000262,2023-11-09,5974,12,Web,Tarjeta Débito,Normal,0,Regular,2,4,3879.83,0.0638,1250.77
T000263,2023-05-15,1938,1,Tienda,Tarjeta Débito,Día de la Madre,1,Familiar,3,9,810.68,0.0903,163.23
T000264,2024-01-13,887,12,App,Yape,Normal,0,Regular,2,8,3090.15,0.0769,715.55
T000265,2024-10-14,1358,5,Tienda,Tarjeta Crédito,Normal,0,Regular,4,17,1998.99,0.0304,476.82
T000266,2024-06-21,2130,2,Tienda,Efectivo,Normal,0,Regular,2,8,1548.64,0.0615,287.24
T000267,2023-10-06,1258,3,Tienda,Tarjeta Crédito,Normal,0,Regular,1,2,49.49,0.0238,13.77
T000268,2025-12-31,14138,3,Tienda,Tarjeta Débito,Navidad,1,Festiva,2,4,1355.33,0.0974,397.81
T000269,2024-06-24,8317,12,Web,Yape,Normal,0,Regular,2,4,85.83,0.0898,16.07
T000270,2024-09-04,3440,12,App,Tarjeta Débito,Normal,0,Regular,2,2,4556.19,0.067,1327.51
T000271,2024-05-29,9030,5,Tienda,Tarjeta Crédito,Normal,0,Regular,3,10,651.03,0.0669,221.86
T000272,2023-03-17,79,3,Tienda,Tarjeta Crédito,Campaña Escolar,1,Escolar,3,3,1812.84,0.0653,557.68
T000273,2025-02-08,8190,12,Web,Yape,Campaña Escolar,1,Escolar,2,3,156.66,0.1232,19.9
T000274,2024-08-23,13219,2,Tienda,Tarjeta Crédito,Normal,0,Regular,1,4,241.76,0.0914,67.56
T000275,2024-08-25,13933,1,Tienda,Tarjeta Crédito,Normal,0,Regular,1,1,259.37,0.0847,56.44
T000276,2024-12-26,1985,1,Tienda,Tarjeta Crédito,Navidad,1,Festiva,4,13,6022.29,0.0958,1344.58
T000277,2024-10-08,1324,5,Tienda,Tarjeta Crédito,Normal,0,Regular,1,1,589.25,0.0339,183.32
T000278,2024-01-17,7570,5,Tienda,Tarjeta Crédito,Normal,0,Regular,2,3,4191.85,0.0455,857.67
T000279,2024-06-15,3080,2,Tienda,Tarjeta Débito,Día del Padre,1,Familiar,5,8,3206.78,0.1011,545.97
T000280,2023-02-16,8206,6,Tienda,Efectivo,Campaña Escolar,1,Escolar,2,4,7593.13,0.0721,1831.77
T000281,2023-12-18,9690,6,Tienda,Efectivo,Navidad,1,Festiva,2,8,2199.48,0.1122,551.63
T000282,2025-08-12,9687,12,App,Yape,Normal,0,Regular,2,8,8578.72,0.0776,1392.43
T000283,2024-02-24,7433,2,Tienda,Yape,Campaña Escolar,1,Escolar,2,6,1261.16,0.0774,300.25
T000284,2025-04-17,9180,6,Tienda,Plin,Normal,0,Regular,3,6,421.58,0.159,46.35
T000285,2025-12-01,9097,12,App,Plin,Navidad,1,Festiva,5,12,13717.47,0.112,2307.83
T000286,2023-03-29,14461,8,Tienda,Tarjeta Débito,Campaña Escolar,1,Escolar,4,6,2507.2,0.0608,535.11
T000287,2025-02-24,5683,12,Web,Plin,Campaña Escolar,1,Escolar,2,10,4813.51,0.0912,1259.53
T000288,2024-11-30,3221,12,Web,Yape,Black Friday,1,Digital,3,11,3537.04,0.2214,499.65
T000289,2025-12-06,38,3,Tienda,Plin,Navidad,1,Festiva,1,18,297.4,0.0639,39.64
T000290,2025-11-26,10804,12,App,Transferencia,Black Friday,1,Digital,2,6,833.35,0.1745,173.65
T000291,2024-04-08,681,11,Tienda,Yape,Normal,0,Regular,4,12,3268.1,0.0816,673.99
T000292,2025-07-16,7063,12,App,Tarjeta Crédito,Cyber Wow Julio,1,Digital,4,7,10303.86,0.197,725.81
T000293,2025-06-28,728,2,Tienda,Tarjeta Crédito,Normal,0,Regular,2,4,616.31,0.0523,207.2
T000294,2024-05-17,4810,3,Tienda,Tarjeta Crédito,Normal,0,Regular,3,3,1006.31,0.0483,319.25
T000295,2024-02-09,7890,12,App,Tarjeta Crédito,Campaña Escolar,1,Escolar,1,1,449.57,0.0938,41.57
T000296,2023-02-04,716,9,Tienda,Tarjeta Débito,Campaña Escolar,1,Escolar,2,4,1882.64,0.0501,583.98
T000297,2024-11-03,10356,12,Web,,Cyber Wow Noviembre,1,Digital,4,12,9178.42,0.1944,649.62
T000298,2024-10-28,4725,4,Tienda,Tarjeta Crédito,Normal,0,Regular,3,5,973.16,0.0929,315.5
T000299,2024-12-12,4557,4,Tienda,Tarjeta Crédito,Navidad,1,Festiva,5,20,11140.12,0.1089,1922.67
T000300,2025-03-25,10219,1,Tienda,Efectivo,Campaña Escolar,1,Escolar,1,7,5711.7,0.1063,1216.37
T000301,2024-11-30,3675,3,Tienda,Tarjeta Crédito,Black Friday,1,Digital,2,6,2888.97,0.1286,625.5
T000302,2024-07-14,7664,12,Web,Tarjeta Crédito,Cyber Wow Julio,1,Digital,1,3,4119.29,0.2049,695.48
T000303,2025-12-20,6327,12,App,Transferencia,Navidad,1,Festiva,4,11,6602.63,0.1479,647.67
T000304,2024-03-25,15000,12,Web,Tarjeta Crédito,Campaña Escolar,1,Escolar,4,8,4648.73,0.1112,1101.97
T000305,2023-03-04,13374,1,Tienda,Efectivo,Campaña Escolar,1,Escolar,2,9,4639.01,0.0738,1718.89
T000306,2025-08-12,2357,3,Tienda,Yape,Normal,0,Regular,1,2,44.99,0.0991,11.61
T000307,2024-05-27,10044,12,Web,Tarjeta Crédito,Normal,0,Regular,5,9,919.14,0.0859,251.24
T000308,2025-12-11,4935,12,Web,Tarjeta Crédito,Navidad,1,Festiva,4,8,751.42,0.0845,204.12
T000309,2025-12-07,9731,2,Tienda,Plin,Navidad,1,Festiva,4,11,1580.6,0.0747,496.7
T000310,2023-08-19,11466,1,Tienda,Tarjeta Crédito,Normal,0,Regular,5,18,5738.34,0.0834,1381.51
T000311,2024-08-06,4524,12,Web,Plin,Normal,0,Regular,1,4,824.39,0.0995,225.83
T000312,2025-09-02,12637,4,Tienda,Efectivo,Normal,0,Regular,3,8,1467.76,0.0523,204.62
T000313,2023-06-15,8257,1,Tienda,Efectivo,Día del Padre,1,Familiar,2,4,342.2,0.0688,100.3
T000314,2024-12-02,5793,1,Tienda,Plin,Navidad,1,Festiva,4,14,4023.29,0.0791,925.3
T000315,2025-02-09,10806,12,Web,Transferencia,Campaña Escolar,1,Escolar,6,20,6107.21,0.0839,1570.19
T000316,2025-11-06,6159,12,Web,Tarjeta Débito,Normal,0,Regular,3,6,4340.77,0.0447,1299.01
T000317,2023-08-23,34,2,Tienda,Tarjeta Débito,Normal,0,Regular,4,6,9972.64,0.0482,2333.2
T000318,2025-12-16,7805,3,Tienda,Tarjeta Débito,Navidad,1,Festiva,3,8,10295.18,0.0968,834.08
T000319,2025-10-27,8002,3,Tienda,Tarjeta Crédito,Normal,0,Regular,2,5,124.13,0.0352,40.13
T000320,2024-06-12,1967,12,Web,Tarjeta Crédito,Día del Padre,1,Familiar,1,1,1558.7,0.0627,326.82
T000321,2025-06-24,13276,12,Web,Tarjeta Débito,Normal,0,Regular,1,3,3662.87,0.0682,1316.51
T000322,2023-12-27,9774,9,Tienda,Efectivo,Navidad,1,Festiva,4,5,5868.06,0.0908,1196.33
T000323,2025-04-03,9884,7,Tienda,Plin,Normal,0,Regular,2,6,2848.95,0.1614,173.1
T000324,2024-10-27,6800,2,Tienda,Plin,Normal,0,Regular,2,9,3582.78,0.0706,1100.94
T000325,2024-11-29,13439,1,Tienda,Efectivo,Black Friday,1,Digital,4,12,6104.93,0.1725,984.9
T000326,2025-06-28,6082,2,Tienda,Tarjeta Crédito,Normal,0,Regular,2,7,1756.7,0.0532,602.7
T000327,2024-08-09,4107,7,Tienda,Yape,Normal,0,Regular,1,1,2397.38,0.129,241.07
T000328,2025-03-13,13448,11,Tienda,Tarjeta Crédito,Campaña Escolar,1,Escolar,6,19,7866.5,0.1001,1698.7
T000329,2023-07-29,1094,12,App,Tarjeta Crédito,Fiestas Patrias,1,Festiva,1,1,61.32,0.0657,18.17
T000330,2023-12-22,10113,7,Tienda,Tarjeta Débito,Navidad,1,Festiva,3,15,5544.48,0.1049,715.62
T000331,2024-12-26,5916,3,Tienda,Efectivo,Navidad,1,Festiva,6,21,3440.32,0.1015,528.79
T000332,2024-06-16,6443,12,Web,Tarjeta Crédito,Día del Padre,1,Familiar,2,3,646.57,0.0747,166.11
T000333,2025-02-19,3900,3,Tienda,Yape,Campaña Escolar,1,Escolar,1,4,7336.4,0.1019,2502.68
T000334,2024-07-27,14509,3,Tienda,Tarjeta Débito,Fiestas Patrias,1,Festiva,2,4,6421.07,0.0598,1762.48
T000335,2025-06-21,4140,12,Web,Plin,Normal,0,Regular,1,2,1526.26,0.0841,361.2
T000336,2023-03-29,13709,9,Tienda,Efectivo,Campaña Escolar,1,Escolar,2,7,24135.19,0.0844,3580.42
T000337,2025-08-30,7042,2,Tienda,Tarjeta Crédito,Normal,0,Regular,2,6,180.59,0.0935,32.14
T000338,2024-07-14,9963,12,Web,Tarjeta Débito,Cyber Wow Julio,1,Digital,1,1,1075.75,0.1834,79.63
T000339,2023-11-27,3012,2,Tienda,Efectivo,Black Friday,1,Digital,3,11,2057.54,0.1356,207.24
T000340,2025-12-09,14272,7,Tienda,Tarjeta Crédito,Navidad,1,Festiva,2,5,2134.56,0.2274,283.58
T000341,2024-09-27,4100,12,App,Yape,Normal,0,Regular,3,7,1266.98,0.0677,247.25
T000342,2025-10-22,4669,10,Tienda,Tarjeta Débito,Normal,0,Regular,2,6,415.62,0.0892,123.11
T000343,2023-11-02,8249,6,Tienda,Plin,Cyber Wow Noviembre,1,Digital,1,6,2907.29,0.0989,414.47
T000344,2025-04-30,9587,12,Web,Tarjeta Débito,Normal,0,Regular,2,2,2156.22,0.0385,404.15
T000345,2025-03-02,8976,2,Tienda,Tarjeta Débito,Campaña Escolar,1,Escolar,3,12,2512.3,0.0855,743.46
T000346,2023-12-12,6546,1,Tienda,Tarjeta Crédito,Navidad,1,Festiva,4,9,3375.86,0.1178,655.68
T000347,2025-12-06,11254,12,App,Tarjeta Débito,Navidad,1,Festiva,4,12,5169.58,0.1274,809.23
T000348,2024-08-30,13844,5,Tienda,Efectivo,Normal,0,Regular,6,18,734.13,0.0473,207.74
T000349,2024-08-12,11521,12,Web,Yape,Normal,0,Regular,3,11,933.92,0.0827,180.72
T000350,2023-07-02,2321,9,Tienda,Yape,Fiestas Patrias,1,Festiva,5,15,2130.1,0.0877,419.84
T000351,2025-03-29,10026,10,Tienda,Efectivo,Campaña Escolar,1,Escolar,2,4,1121.01,0.0879,179.31
T000352,2024-02-17,6875,12,Web,Tarjeta Crédito,Campaña Escolar,1,Escolar,2,6,5321.95,0.0761,898.81
T000353,2025-04-22,9506,12,App,Transferencia,Cyber Wow Abril,1,Digital,2,11,29351.27,0.1996,2344.25
T000354,2024-11-13,12585,7,Tienda,Tarjeta Débito,Normal,0,Regular,2,4,74.29,0.0224,24.69
T000355,2025-03-12,12047,12,Web,Tarjeta Débito,Campaña Escolar,1,Escolar,3,6,2951.18,0.0797,863.6
T000356,2025-12-22,126,1,Tienda,Tarjeta Crédito,Navidad,1,Festiva,4,13,8767.6,0.0929,2088.41
T000357,2023-12-27,2836,1,Tienda,Tarjeta Débito,Navidad,1,Festiva,3,8,772.78,0.1365,114.24
T000358,2025-11-06,1305,8,Tienda,Efectivo,Normal,0,Regular,6,8,3110.2,0.0428,683.07
T000359,2023-12-21,12495,12,App,,Navidad,1,Festiva,2,2,830.11,0.1624,225.54
T000360,2024-12-17,920,8,Tienda,Tarjeta Crédito,Navidad,1,Festiva,2,7,1109.59,0.1253,275.96
T000361,2024-05-04,5369,12,Web,,Día de la Madre,1,Familiar,4,8,751.38,0.0862,153.79
T000362,2023-03-30,14687,11,Tienda,Yape,Campaña Escolar,1,Escolar,4,8,8910.24,0.0849,2040.83
T000363,2024-02-11,1739,3,Tienda,Tarjeta Débito,Campaña Escolar,1,Escolar,2,8,934.24,0.0726,279.17
T000364,2024-06-03,1522,12,App,Tarjeta Débito,Normal,0,Regular,6,24,10676.24,0.0715,1817.25
T000365,2024-12-28,4449,10,Tienda,Efectivo,Navidad,1,Festiva,4,14,4248.08,0.097,1398.25
T000366,2023-05-10,11395,12,App,Tarjeta Débito,Día de la Madre,1,Familiar,4,7,3860.89,0.0928,569.29
T000367,2025-01-08,2427,12,Web,Yape,Normal,0,Regular,3,10,967.35,0.0399,290.74
T000368,2024-11-30,13570,12,Web,Tarjeta Débito,Black Friday,1,Digital,1,1,17.27,0.1576,2.71
T000369,2024-09-15,14491,12,Web,Tarjeta Débito,Normal,0,Regular,2,8,2198.05,0.0535,412.98
T000370,2023-03-06,12789,3,Tienda,Efectivo,Campaña Escolar,1,Escolar,3,7,1092.1,0.0861,271.34
T000371,2025-04-12,11431,12,Web,Tarjeta Débito,Normal,0,Regular,2,2,1576.71,0.1364,448.15
T000372,2025-07-23,11061,1,Tienda,Tarjeta Crédito,Fiestas Patrias,1,Festiva,4,18,188.06,0.046,56.75
T000373,2025-07-16,5124,12,Web,Tarjeta Crédito,Cyber Wow Julio,1,Digital,3,9,6729.66,0.2096,487.76
T000374,2025-05-14,14235,5,Tienda,Tarjeta Débito,Normal,0,Regular,3,4,359.93,0.0395,106.75
T000375,2025-01-11,8167,12,Web,Tarjeta Débito,Normal,0,Regular,4,12,4148.58,0.082,1340.31
T000376,2024-09-07,13527,2,Tienda,Efectivo,Normal,0,Regular,5,12,1889.8,0.0596,411.23
T000377,2023-04-21,1737,12,App,Tarjeta Débito,Cyber Wow Abril,1,Digital,1,3,828.0,0.176,131.73
T000378,2025-10-06,5318,12,Web,Tarjeta Crédito,Normal,0,Regular,2,3,1086.24,0.0842,245.39
T000379,2025-01-01,10401,12,App,Tarjeta Débito,Normal,0,Regular,2,4,909.46,0.0785,181.26
T000380,2025-09-01,67,12,Web,Tarjeta Crédito,Normal,0,Regular,4,7,1344.69,0.0844,259.09
T000381,2024-10-11,13243,5,Tienda,Tarjeta Débito,Normal,0,Regular,4,8,1887.46,0.0426,480.97
T000382,2024-11-05,7591,12,App,Tarjeta Crédito,Cyber Wow Noviembre,1,Digital,2,2,1830.42,0.1832,380.05
T000383,2024-11-28,8844,12,Web,Plin,Black Friday,1,Digital,2,7,12028.67,0.2207,1971.18
T000384,2024-11-03,9629,6,Tienda,Tarjeta Crédito,Cyber Wow Noviembre,1,Digital,4,8,4984.06,0.1518,969.31
T000385,2025-06-27,9937,12,Web,Tarjeta Débito,Normal,0,Regular,3,7,1307.73,0.1046,276.89
T000386,2024-01-29,3805,2,Tienda,Yape,Normal,0,Regular,1,1,24.99,0.046,4.49
T000387,2024-12-03,14151,2,Tienda,Tarjeta Crédito,Navidad,1,Festiva,1,2,84.35,0.1281,9.17
T000388,2025-07-11,11103,3,Tienda,Efectivo,Fiestas Patrias,1,Festiva,1,3,435.34,0.1149,117.88
T000389,2023-01-07,4656,4,Tienda,Tarjeta Crédito,Normal,0,Regular,5,15,8412.42,0.0435,1461.75
T000390,2024-01-02,5386,12,Web,Tarjeta Crédito,Normal,0,Regular,1,2,135.45,0.0417,21.55
T000391,2023-06-12,13802,3,Tienda,Yape,Día del Padre,1,Familiar,2,3,7965.72,0.0843,1349.44
T000392,2023-11-30,14913,12,App,Tarjeta Crédito,Black Friday,1,Digital,2,3,534.8,0.2068,41.65
T000393,2025-08-13,3511,12,App,Tarjeta Crédito,Normal,0,Regular,3,6,3872.92,0.0673,837.62
T000394,2024-06-16,7635,11,Tienda,Tarjeta Crédito,Día del Padre,1,Familiar,4,7,8090.19,0.084,2327.26
T000395,2024-12-28,1744,12,Web,Tarjeta Débito,Navidad,1,Festiva,3,3,589.62,0.0849,163.57
T000396,2025-12-21,14512,7,Tienda,Yape,Navidad,1,Festiva,2,6,1063.2,0.1986,17.79
T000397,2025-11-26,11789,12,App,Tarjeta Débito,Black Friday,1,Digital,2,4,7108.27,0.2324,1067.79
T000398,2025-07-26,12444,4,Tienda,Yape,Fiestas Patrias,1,Festiva,4,6,210.9,0.062,56.58
T000399,2024-07-11,4223,7,Tienda,Yape,Fiestas Patrias,1,Festiva,1,4,100.44,0.039,30.36
T000400,2025-11-18,10177,12,App,Yape,Normal,0,Regular,5,5,1887.31,0.0835,439.29
T000401,2024-01-11,2825,12,App,Plin,Normal,0,Regular,1,2,521.76,0.0638,165.38
T000402,2024-03-26,958,9,Tienda,Yape,Campaña Escolar,1,Escolar,3,5,3402.73,0.1097,742.59
T000403,2024-03-01,6384,3,Tienda,Efectivo,Campaña Escolar,1,Escolar,1,3,576.8,0.0752,80.18
T000404,2023-07-15,13770,3,Tienda,Tarjeta Débito,Cyber Wow Julio,1,Digital,6,15,10313.57,0.1522,2114.15
T000405,2023-02-26,10131,4,Tienda,Tarjeta Crédito,Campaña Escolar,1,Escolar,5,21,6516.53,0.0585,1733.17
T000406,2023-07-16,13013,12,Web,Yape,Cyber Wow Julio,1,Digital,2,4,751.55,0.1661,139.99
T000407,2025-03-27,14215,5,Tienda,Yape,Campaña Escolar,1,Escolar,1,4,2112.92,0.0471,393.04
T000408,2023-11-24,2776,12,Web,Tarjeta Crédito,Black Friday,1,Digital,5,21,4334.34,0.1954,189.2
T000409,2023-09-23,11991,1,Tienda,Plin,Normal,0,Regular,6,18,2506.54,0.0449,854.54
T000410,2023-01-24,7127,2,Tienda,Tarjeta Débito,Normal,0,Regular,2,4,872.42,0.073,305.74
T000411,2025-03-22,7692,1,Tienda,Efectivo,Campaña Escolar,1,Escolar,3,5,3709.25,0.0799,1030.95
T000412,2025-12-26,12454,12,App,Yape,Navidad,1,Festiva,3,6,2595.69,0.1284,392.07
T000413,2025-07-23,6202,3,Tienda,Tarjeta Débito,Fiestas Patrias,1,Festiva,2,3,352.11,0.0844,101.99
T000414,2025-02-13,1436,12,Web,Tarjeta Crédito,Campaña Escolar,1,Escolar,2,9,1729.38,0.1138,439.06
T000415,2025-03-05,829,5,Tienda,Plin,Campaña Escolar,1,Escolar,2,4,424.15,0.098,90.99
T000416,2023-12-05,3502,11,Tienda,Tarjeta Débito,Navidad,1,Festiva,1,3,37.29,0.082,6.63
T000417,2025-01-04,11384,12,Web,Transferencia,Normal,0,Regular,4,10,217.28,0.0543,58.21
T000418,2025-12-03,2876,12,App,Tarjeta Crédito,Navidad,1,Festiva,3,6,4445.58,0.1163,653.1
T000419,2025-12-16,8980,1,Tienda,Tarjeta Débito,Navidad,1,Festiva,2,3,2588.25,0.0907,412.76
T000420,2025-05-05,2726,12,Web,Transferencia,Día de la Madre,1,Familiar,1,3,2145.46,0.0724,470.89
T000421,2024-12-10,3385,12,App,Yape,Navidad,1,Festiva,2,4,446.61,0.1561,106.45
T000422,2024-07-24,3308,5,Tienda,Yape,Fiestas Patrias,1,Festiva,2,8,258.7,0.0997,77.7
T000423,2025-08-26,9193,12,App,Tarjeta Crédito,Normal,0,Regular,3,15,4483.42,0.0615,748.28
T000424,2025-02-17,6940,12,Web,Yape,Campaña Escolar,1,Escolar,1,3,2104.02,0.0862,429.45
T000425,2025-12-12,332,12,Web,Tarjeta Débito,Navidad,1,Festiva,6,21,6570.8,0.1277,1160.84
T000426,2024-03-16,12617,1,Tienda,Tarjeta Débito,Campaña Escolar,1,Escolar,2,3,7161.16,0.0626,1530.42
T000427,2025-05-27,6473,12,App,Tarjeta Crédito,Normal,0,Regular,2,4,157.76,0.0762,47.45
T000428,2025-06-15,13078,12,App,Tarjeta Débito,Día del Padre,1,Familiar,3,5,9960.0,0.1155,2489.16
T000429,2023-06-24,12739,12,Web,Tarjeta Débito,Normal,0,Regular,3,10,701.64,0.076,168.82
T000430,2025-04-06,14015,12,Web,Plin,Normal,0,Regular,4,5,6769.97,0.0454,1559.9
T000431,2023-05-10,6555,12,Web,Tarjeta Crédito,Día de la Madre,1,Familiar,2,3,672.28,0.0698,200.71
T000432,2025-07-15,5197,12,Web,Tarjeta Débito,Cyber Wow Julio,1,Digital,1,1,1416.67,0.2104,150.57
T000433,2025-02-07,13512,8,Tienda,Efectivo,Campaña Escolar,1,Escolar,6,16,9553.93,0.0764,2131.66
T000434,2023-10-02,11712,1,Tienda,Tarjeta Crédito,Normal,0,Regular,2,5,1445.07,0.0395,396.1
T000435,2023-07-17,9988,12,Web,Tarjeta Débito,Fiestas Patrias,1,Festiva,3,6,822.17,0.0756,183.83
T000436,2024-01-30,7715,12,Web,Tarjeta Crédito,Normal,0,Regular,2,9,231.8,0.0498,79.22
T000437,2024-12-04,10632,3,Tienda,Efectivo,Navidad,1,Festiva,5,15,8906.36,0.1175,1697.58
T000438,2024-07-16,7940,12,Web,Tarjeta Crédito,Cyber Wow Julio,1,Digital,1,3,5193.49,0.2098,1013.59
T000439,2024-02-23,5771,11,Tienda,Tarjeta Crédito,Campaña Escolar,1,Escolar,6,14,4942.34,0.0674,909.9
T000440,2023-09-17,10063,2,Tienda,Tarjeta Crédito,Normal,0,Regular,1,4,199.17,0.0496,54.61
T000441,2025-08-22,4834,12,Web,Yape,Normal,0,Regular,1,3,55.04,0.0863,16.22
T000442,2025-11-05,1914,12,Web,Yape,Cyber Wow Noviembre,1,Digital,2,3,5574.03,0.2205,-547.04
T000443,2025-03-10,2746,3,Tienda,Tarjeta Crédito,Campaña Escolar,1,Escolar,5,14,8535.55,0.067,1927.59
T000444,2023-12-15,13651,6,Tienda,Efectivo,Navidad,1,Festiva,6,12,6481.27,0.0929,1582.43
T000445,2024-12-08,10228,12,Web,Yape,Navidad,1,Festiva,4,13,6655.48,0.1093,960.82
T000446,2025-07-20,6760,10,Tienda,Tarjeta Crédito,Fiestas Patrias,1,Festiva,4,11,3225.64,0.0671,618.74
T000447,2025-01-06,498,11,Tienda,Tarjeta Crédito,Normal,0,Regular,4,15,9576.93,0.0846,1512.73
T000448,2024-12-24,7988,5,Tienda,Yape,Navidad,1,Festiva,2,4,391.82,0.0984,63.82
T000449,2023-12-19,1734,6,Tienda,Yape,Navidad,1,Festiva,1,2,3530.32,0.0821,499.1
T000450,2024-09-08,6866,3,Tienda,Tarjeta Crédito,Normal,0,Regular,1,1,19.0,0.0469,5.35
T000451,2024-12-10,6059,12,Web,Tarjeta Crédito,Navidad,1,Festiva,1,1,79.44,0.145,10.12
T000452,2023-05-13,8568,12,App,Tarjeta Crédito,Día de la Madre,1,Familiar,2,6,468.16,0.1312,85.6
T000453,2023-03-21,8736,1,Tienda,Yape,Campaña Escolar,1,Escolar,3,7,4936.64,0.098,770.9
T000454,2023-11-29,10146,12,Web,Tarjeta Crédito,Black Friday,1,Digital,6,16,12923.4,0.192,-43.67
T000455,2023-12-09,7017,12,Web,Tarjeta Crédito,Navidad,1,Festiva,3,6,2222.7,0.108,382.34
T000456,2025-05-01,1144,12,App,,Día de la Madre,1,Familiar,4,9,2918.7,0.1175,411.96
T000457,2023-04-10,1245,2,Tienda,Efectivo,Normal,0,Regular,1,1,4622.58,0.093,775.21
T000458,2024-04-19,13974,3,Tienda,Tarjeta Débito,Normal,0,Regular,3,5,352.76,0.0544,76.53
T000459,2024-02-23,379,1,Tienda,Tarjeta Crédito,Campaña Escolar,1,Escolar,1,2,822.5,0.0693,278.06
T000460,2025-07-13,14373,12,Web,Plin,Cyber Wow Julio,1,Digital,3,6,4178.29,0.1858,563.42
T000461,2024-05-21,7787,12,Web,Tarjeta Débito,Normal,0,Regular,3,4,450.43,0.1056,127.54
T000462,2025-11-10,6505,7,Tienda,Efectivo,Normal,0,Regular,2,6,7598.26,0.1645,1310.38
T000463,2024-07-30,9106,5,Tienda,Efectivo,Fiestas Patrias,1,Festiva,1,2,54.34,0.1127,9.4
T000464,2025-02-23,8024,7,Tienda,Efectivo,Campaña Escolar,1,Escolar,2,7,4630.4,0.0497,1282.28
T000465,2025-12-16,5955,12,App,Tarjeta Crédito,Navidad,1,Festiva,3,15,8363.31,0.1214,1026.4
T000466,2024-02-24,12901,12,App,Tarjeta Crédito,Campaña Escolar,1,Escolar,4,8,1809.72,0.1,463.46
T000467,2024-03-25,1124,4,Tienda,Tarjeta Débito,Campaña Escolar,1,Escolar,3,8,4563.66,0.0773,712.6
T000468,2024-01-30,1397,11,Tienda,Tarjeta Débito,Normal,0,Regular,5,6,12604.16,0.0549,3116.33
T000469,2023-12-05,5762,12,Web,Plin,Navidad,1,Festiva,2,5,215.8,0.115,32.68
T000470,2025-05-24,6169,12,Web,Tarjeta Crédito,Normal,0,Regular,2,3,449.69,0.1185,45.58
T000471,2025-10-20,5541,6,Tienda,Tarjeta Débito,Normal,0,Regular,2,8,1932.73,0.1814,371.08
T000472,2024-02-07,3872,10,Tienda,Tarjeta Débito,Campaña Escolar,1,Escolar,4,16,13288.86,0.0691,3065.6
